Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Jan 13 2009,Kansas State,71,Kansas,87,,
Wed Jan 14 2009,Nebraska,53,Iowa State,65,,
Wed Jan 14 2009,Colorado,62,Missouri,107,,
Wed Jan 14 2009,Baylor,73,Texas A&M,84,,
Sat Jan 17 2009,Oklahoma State,92,Baylor,98,OT,
Sat Jan 17 2009,Kansas,73,Colorado,56,,
Sat Jan 17 2009,Iowa State,46,Missouri,77,,
Sat Jan 17 2009,Kansas State,51,Nebraska,73,,
Sat Jan 17 2009,Oklahoma,69,Texas A&M,63,,
Sat Jan 17 2009,Texas,71,Texas Tech,49,,
Mon Jan 19 2009,Texas A&M,53,Kansas,73,,
Tue Jan 20 2009,Colorado,55,Texas Tech,63,,
Wed Jan 21 2009,Baylor,83,Kansas State,65,,
Wed Jan 21 2009,Nebraska,61,Oklahoma,72,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 21 2009,Missouri,97,Oklahoma State,95,,
Sat Jan 24 2009,Kansas State,77,Colorado,75,OT,
Sat Jan 24 2009,Kansas,82,Iowa State,67,,
Sat Jan 24 2009,Texas Tech,86,Missouri,97,,
Sat Jan 24 2009,Oklahoma State,76,Nebraska,74,OT,
Sat Jan 24 2009,Baylor,76,Oklahoma,95,,
Sat Jan 24 2009,Texas A&M,58,Texas,67,,
Mon Jan 26 2009,Oklahoma,89,Oklahoma State,81,,
Tue Jan 27 2009,Texas,78,Baylor,72,,
Tue Jan 27 2009,Iowa State,49,Colorado,55,,
Wed Jan 28 2009,Missouri,72,Kansas State,88,,
Wed Jan 28 2009,Kansas,68,Nebraska,62,,
Wed Jan 28 2009,Texas Tech,70,Texas A&M,79,,
Sat Jan 31 2009,Oklahoma,78,Iowa State,68,,
Sat Jan 31 2009,Colorado,61,Kansas,66,,
Sat Jan 31 2009,Baylor,72,Missouri,89,,
Sat Jan 31 2009,Kansas State,85,Texas,81,OT,
Sat Jan 31 2009,Oklahoma State,64,Texas A&M,76,,
Sat Jan 31 2009,Nebraska,82,Texas Tech,69,,
Mon Feb 2 2009,Kansas,75,Baylor,65,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Feb 3 2009,Iowa State,50,Kansas State,65,,
Wed Feb 4 2009,Nebraska,55,Colorado,53,,
Wed Feb 4 2009,Texas A&M,71,Oklahoma,77,,
Wed Feb 4 2009,Texas Tech,80,Oklahoma State,81,,
Wed Feb 4 2009,Missouri,69,Texas,65,,
Sat Feb 7 2009,Missouri,82,Iowa State,68,,
Sat Feb 7 2009,Oklahoma State,67,Kansas,78,,
Sat Feb 7 2009,Texas,55,Nebraska,58,,
Sat Feb 7 2009,Colorado,72,Oklahoma,77,,
Sat Feb 7 2009,Kansas State,65,Texas A&M,60,,
Sat Feb 7 2009,Baylor,76,Texas Tech,83,,
Mon Feb 9 2009,Kansas,60,Missouri,62,,
Tue Feb 10 2009,Oklahoma State,74,Texas,99,,
Wed Feb 11 2009,Oklahoma,78,Baylor,63,,
Wed Feb 11 2009,Colorado,42,Iowa State,70,,
Wed Feb 11 2009,Texas Tech,73,Kansas State,85,,
Sat Feb 14 2009,Texas A&M,68,Baylor,72,,
Sat Feb 14 2009,Texas,85,Colorado,76,OT,
Sat Feb 14 2009,Kansas,85,Kansas State,74,,
Sat Feb 14 2009,Nebraska,47,Missouri,70,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 14 2009,Texas Tech,74,Oklahoma,95,,
Sat Feb 14 2009,Iowa State,67,Oklahoma State,86,,
Mon Feb 16 2009,Texas,66,Texas A&M,81,,
Wed Feb 18 2009,Iowa State,55,Kansas,72,,
Wed Feb 18 2009,Colorado,41,Nebraska,46,,
Wed Feb 18 2009,Oklahoma State,92,Texas Tech,82,,
Sat Feb 21 2009,Missouri,66,Colorado,53,,
Sat Feb 21 2009,Kansas State,50,Iowa State,46,,
Sat Feb 21 2009,Nebraska,53,Kansas,70,,
Sat Feb 21 2009,Baylor,74,Oklahoma State,84,,
Sat Feb 21 2009,Oklahoma,68,Texas,73,,
Sat Feb 21 2009,Texas A&M,79,Texas Tech,73,,
Mon Feb 23 2009,Kansas,87,Oklahoma,78,,
Tue Feb 24 2009,Baylor,62,Iowa State,71,,
Tue Feb 24 2009,Texas A&M,57,Nebraska,55,,
Wed Feb 25 2009,Oklahoma State,76,Colorado,55,,
Wed Feb 25 2009,Kansas State,74,Missouri,94,,
Wed Feb 25 2009,Texas Tech,81,Texas,87,,
Sat Feb 28 2009,Colorado,57,Baylor,75,,
Sat Feb 28 2009,Nebraska,72,Kansas State,77,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 28 2009,Texas,59,Oklahoma State,68,,
Sat Feb 28 2009,Iowa State,69,Texas A&M,87,,
Sat Feb 28 2009,Oklahoma,78,Texas Tech,63,,
Sun Mar 1 2009,Missouri,65,Kansas,90,,
Mon Mar 2 2009,Baylor,57,Texas,73,,
Tue Mar 3 2009,Kansas State,71,Oklahoma State,77,,
Wed Mar 4 2009,Texas A&M,72,Colorado,66,,
Wed Mar 4 2009,Oklahoma,64,Missouri,73,,
Wed Mar 4 2009,Iowa State,61,Nebraska,77,,
Wed Mar 4 2009,Kansas,65,Texas Tech,84,,
Sat Mar 7 2009,Nebraska,66,Baylor,62,,
Sat Mar 7 2009,Texas Tech,76,Iowa State,78,,
Sat Mar 7 2009,Texas,73,Kansas,83,,
Sat Mar 7 2009,Colorado,64,Kansas State,76,,
Sat Mar 7 2009,Oklahoma State,78,Oklahoma,82,,
Sat Mar 7 2009,Missouri,86,Texas A&M,96,,
Wed Mar 11 2009,Texas,67,Colorado,56,,BG12 First Round
Wed Mar 11 2009,Oklahoma State,81,Iowa State,67,,BG12 First Round
Wed Mar 11 2009,Baylor,65,Nebraska,49,,BG12 First Round
Wed Mar 11 2009,Texas Tech,88,Texas A&M,83,,BG12 First Round
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Mar 12 2009,Baylor,71,Kansas,64,,BG12 Quarterfinal
Thu Mar 12 2009,Texas,61,Kansas State,58,,BG12 Quarterfinal
Thu Mar 12 2009,Oklahoma State,71,Oklahoma,70,,BG12 Quarterfinal
Thu Mar 12 2009,Missouri,81,Texas Tech,60,,BG12 Quarterfinal
Fri Mar 13 2009,Missouri,67,Oklahoma State,59,,BG12 Semifinal
Fri Mar 13 2009,Baylor,76,Texas,70,,BG12 Semifinal
Sat Mar 14 2009,Missouri,73,Baylor,60,,BG12 Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 9 2010,Oklahoma,60,Baylor,91,,
Sat Jan 9 2010,Kansas State,68,Missouri,74,,
Sat Jan 9 2010,Texas Tech,52,Oklahoma State,81,,
Sat Jan 9 2010,Colorado,86,Texas,103,,
Sat Jan 9 2010,Nebraska,53,Texas A&M,64,,
Mon Jan 11 2010,Oklahoma State,57,Oklahoma,62,OT,
Tue Jan 12 2010,Baylor,71,Colorado,78,,
Tue Jan 12 2010,Texas A&M,65,Kansas State,88,,
Wed Jan 13 2010,Texas,90,Iowa State,83,,
Wed Jan 13 2010,Kansas,84,Nebraska,72,,
Wed Jan 13 2010,Missouri,94,Texas Tech,89,OT,
Sat Jan 16 2010,Oklahoma State,70,Baylor,83,,
Sat Jan 16 2010,Kansas State,87,Colorado,81,,
Sat Jan 16 2010,Texas Tech,63,Kansas,89,,
Sat Jan 16 2010,Iowa State,56,Nebraska,53,,
Sat Jan 16 2010,Missouri,61,Oklahoma,66,,
Sat Jan 16 2010,Texas A&M,67,Texas,72,OT,
Mon Jan 18 2010,Texas,62,Kansas State,71,,
Tue Jan 19 2010,Oklahoma,62,Texas A&M,65,,
Wed Jan 20 2010,Baylor,75,Kansas,81,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 20 2010,Colorado,78,Oklahoma State,90,,
Wed Jan 20 2010,Iowa State,71,Texas Tech,78,,
Sat Jan 23 2010,Kansas,84,Iowa State,61,,
Sat Jan 23 2010,Oklahoma State,73,Kansas State,69,,
Sat Jan 23 2010,Nebraska,53,Missouri,70,,
Sat Jan 23 2010,Colorado,63,Texas A&M,67,,
Sat Jan 23 2010,Oklahoma,65,Texas Tech,75,,
Mon Jan 25 2010,Missouri,65,Kansas,84,,
Tue Jan 26 2010,Kansas State,76,Baylor,74,,
Wed Jan 27 2010,Nebraska,60,Colorado,72,,
Wed Jan 27 2010,Iowa State,84,Oklahoma,89,,
Wed Jan 27 2010,Texas A&M,69,Oklahoma State,76,,
Wed Jan 27 2010,Texas Tech,83,Texas,95,,
Sat Jan 30 2010,Colorado,63,Iowa State,64,,
Sat Jan 30 2010,Kansas,81,Kansas State,79,OT,
Sat Jan 30 2010,Oklahoma State,80,Missouri,95,,
Sat Jan 30 2010,Oklahoma,46,Nebraska,63,,
Sat Jan 30 2010,Baylor,80,Texas,77,OT,
Sat Jan 30 2010,Texas Tech,70,Texas A&M,85,,
Mon Feb 1 2010,Texas,72,Oklahoma State,60,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Feb 2 2010,Kansas State,76,Nebraska,57,,
Wed Feb 3 2010,Iowa State,63,Baylor,84,,
Wed Feb 3 2010,Kansas,72,Colorado,66,OT,
Wed Feb 3 2010,Texas A&M,77,Missouri,74,,
Sat Feb 6 2010,Missouri,84,Colorado,66,,
Sat Feb 6 2010,Kansas State,79,Iowa State,75,,
Sat Feb 6 2010,Nebraska,64,Kansas,75,,
Sat Feb 6 2010,Texas,71,Oklahoma,80,,
Sat Feb 6 2010,Baylor,71,Texas A&M,78,,
Sat Feb 6 2010,Oklahoma State,74,Texas Tech,81,,
Mon Feb 8 2010,Kansas,80,Texas,68,,
Tue Feb 9 2010,Texas Tech,72,Oklahoma,71,,
Wed Feb 10 2010,Iowa State,56,Missouri,65,,
Wed Feb 10 2010,Baylor,55,Nebraska,53,,
Sat Feb 13 2010,Missouri,62,Baylor,64,,
Sat Feb 13 2010,Iowa State,59,Kansas,73,,
Sat Feb 13 2010,Colorado,51,Kansas State,68,,
Sat Feb 13 2010,Oklahoma,76,Oklahoma State,97,,
Sat Feb 13 2010,Nebraska,51,Texas,91,,
Sat Feb 13 2010,Texas A&M,67,Texas Tech,65,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Mon Feb 15 2010,Kansas,59,Texas A&M,54,,
Tue Feb 16 2010,Texas Tech,70,Baylor,88,,
Wed Feb 17 2010,Oklahoma,67,Colorado,77,,
Wed Feb 17 2010,Oklahoma State,69,Iowa State,64,,
Wed Feb 17 2010,Nebraska,87,Kansas State,91,,
Wed Feb 17 2010,Texas,77,Missouri,82,,
Sat Feb 20 2010,Texas A&M,60,Iowa State,56,,
Sat Feb 20 2010,Colorado,74,Kansas,94,,
Sat Feb 20 2010,Missouri,74,Nebraska,59,,
Sat Feb 20 2010,Kansas State,83,Oklahoma,68,,
Sat Feb 20 2010,Baylor,75,Oklahoma State,82,,
Sat Feb 20 2010,Texas,71,Texas Tech,67,,
Mon Feb 22 2010,Oklahoma,68,Kansas,81,,
Tue Feb 23 2010,Kansas State,83,Texas Tech,64,,
Wed Feb 24 2010,Texas A&M,66,Baylor,70,,
Wed Feb 24 2010,Nebraska,74,Iowa State,78,,
Wed Feb 24 2010,Colorado,63,Missouri,92,,
Wed Feb 24 2010,Oklahoma State,59,Texas,69,,
Sat Feb 27 2010,Iowa State,72,Colorado,75,,
Sat Feb 27 2010,Missouri,53,Kansas State,63,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 27 2010,Texas Tech,79,Nebraska,83,2OT,
Sat Feb 27 2010,Baylor,70,Oklahoma,63,,
Sat Feb 27 2010,Kansas,77,Oklahoma State,85,,
Sat Feb 27 2010,Texas,58,Texas A&M,74,,
Mon Mar 1 2010,Oklahoma,76,Texas,87,,
Tue Mar 2 2010,Missouri,69,Iowa State,67,OT,
Tue Mar 2 2010,Colorado,81,Nebraska,68,,
Tue Mar 2 2010,Baylor,86,Texas Tech,68,,
Wed Mar 3 2010,Kansas State,65,Kansas,82,,
Wed Mar 3 2010,Oklahoma State,61,Texas A&M,76,,
Sat Mar 6 2010,Texas,77,Baylor,92,,
Sat Mar 6 2010,Texas Tech,90,Colorado,101,,
Sat Mar 6 2010,Iowa State,85,Kansas State,82,OT,
Sat Mar 6 2010,Kansas,77,Missouri,56,,
Sat Mar 6 2010,Texas A&M,69,Oklahoma,54,,
Sat Mar 6 2010,Nebraska,55,Oklahoma State,74,,
Wed Mar 10 2010,Texas Tech,82,Colorado,67,,BG12 First Round
Wed Mar 10 2010,Texas,82,Iowa State,75,,BG12 First Round
Wed Mar 10 2010,Nebraska,75,Missouri,60,,BG12 First Round
Wed Mar 10 2010,Oklahoma State,81,Oklahoma,67,,BG12 First Round
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Mar 11 2010,Texas A&M,70,Nebraska,64,,BG12 Quarterfinal
Thu Mar 11 2010,Kansas State,83,Oklahoma State,64,,BG12 Quarterfinal
Thu Mar 11 2010,Baylor,86,Texas,67,,BG12 Quarterfinal
Thu Mar 11 2010,Kansas,80,Texas Tech,68,,BG12 Quarterfinal
Fri Mar 12 2010,Kansas State,82,Baylor,75,,BG12 Semifinal
Fri Mar 12 2010,Kansas,79,Texas A&M,66,,BG12 Semifinal
Sat Mar 13 2010,Kansas,72,Kansas State,64,,BG12 Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Jan 5 2010,New Mexico,64,San Diego State,74,,
Wed Jan 6 2010,Nevada-Las Vegas,73,Brigham Young,77,,
Wed Jan 6 2010,Air Force,50,Texas Christian,59,,
Wed Jan 6 2010,Colorado State,83,Wyoming,73,,
Sat Jan 9 2010,Air Force,48,Colorado State,70,,
Sat Jan 9 2010,Nevada-Las Vegas,74,New Mexico,62,,
Sat Jan 9 2010,Texas Christian,45,Utah,65,,
Sat Jan 9 2010,San Diego State,83,Wyoming,85,,
Tue Jan 12 2010,Wyoming,59,Texas Christian,62,,
Wed Jan 13 2010,Brigham Young,67,Air Force,49,,
Wed Jan 13 2010,San Diego State,66,Nevada-Las Vegas,76,,
Wed Jan 13 2010,Utah,57,New Mexico,74,,
Sat Jan 16 2010,Colorado State,47,Brigham Young,91,,
Sat Jan 16 2010,Utah,73,Nevada-Las Vegas,69,,
Sat Jan 16 2010,Texas Christian,62,San Diego State,67,,
Sat Jan 16 2010,New Mexico,70,Wyoming,68,,
Tue Jan 19 2010,San Diego State,70,Utah,68,,
Wed Jan 20 2010,New Mexico,73,Air Force,50,,
Wed Jan 20 2010,Wyoming,66,Brigham Young,81,,
Wed Jan 20 2010,Nevada-Las Vegas,80,Colorado State,72,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 23 2010,Colorado State,64,New Mexico,82,,
Sat Jan 23 2010,Brigham Young,71,San Diego State,69,,
Sat Jan 23 2010,Nevada-Las Vegas,79,Texas Christian,70,,
Sat Jan 23 2010,Air Force,54,Utah,71,,
Tue Jan 26 2010,Air Force,50,Nevada-Las Vegas,60,,
Wed Jan 27 2010,Texas Christian,57,Colorado State,63,,
Wed Jan 27 2010,Brigham Young,72,New Mexico,76,,
Wed Jan 27 2010,Utah,69,Wyoming,75,,
Sat Jan 30 2010,Wyoming,63,Air Force,70,,
Sat Jan 30 2010,Utah,69,Brigham Young,82,,
Sat Jan 30 2010,San Diego State,64,Colorado State,52,,
Sat Jan 30 2010,New Mexico,73,Texas Christian,57,,
Tue Feb 2 2010,Texas Christian,56,Brigham Young,76,,
Tue Feb 2 2010,Air Force,48,San Diego State,70,,
Wed Feb 3 2010,Colorado State,65,Utah,50,,
Wed Feb 3 2010,Nevada-Las Vegas,78,Wyoming,50,,
Sat Feb 6 2010,Texas Christian,65,Air Force,51,,
Sat Feb 6 2010,Wyoming,64,Colorado State,80,,
Sat Feb 6 2010,Brigham Young,74,Nevada-Las Vegas,88,,
Sat Feb 6 2010,San Diego State,86,New Mexico,88,OT,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Feb 9 2010,Colorado State,51,Air Force,47,,
Wed Feb 10 2010,New Mexico,76,Nevada-Las Vegas,66,,
Wed Feb 10 2010,Wyoming,57,San Diego State,88,,
Wed Feb 10 2010,Utah,64,Texas Christian,55,,
Sat Feb 13 2010,Air Force,48,Brigham Young,91,,
Sat Feb 13 2010,Nevada-Las Vegas,58,San Diego State,68,,
Sat Feb 13 2010,New Mexico,68,Utah,65,OT,
Sat Feb 13 2010,Texas Christian,76,Wyoming,68,,
Tue Feb 16 2010,San Diego State,68,Texas Christian,51,,
Wed Feb 17 2010,Brigham Young,92,Colorado State,70,,
Wed Feb 17 2010,Wyoming,61,New Mexico,83,,
Wed Feb 17 2010,Nevada-Las Vegas,61,Utah,66,,
Sat Feb 20 2010,Colorado State,39,Nevada-Las Vegas,70,,
Sat Feb 20 2010,Air Force,56,New Mexico,59,,
Sat Feb 20 2010,Utah,61,San Diego State,68,,
Sat Feb 20 2010,Brigham Young,85,Wyoming,63,,
Tue Feb 23 2010,New Mexico,72,Colorado State,66,,
Wed Feb 24 2010,Utah,54,Air Force,43,,
Wed Feb 24 2010,San Diego State,68,Brigham Young,82,,
Wed Feb 24 2010,Texas Christian,62,Nevada-Las Vegas,78,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 27 2010,Nevada-Las Vegas,77,Air Force,47,,
Sat Feb 27 2010,New Mexico,83,Brigham Young,81,,
Sat Feb 27 2010,Colorado State,67,Texas Christian,73,,
Sat Feb 27 2010,Wyoming,64,Utah,74,,
Tue Mar 2 2010,Air Force,49,Wyoming,58,,
Wed Mar 3 2010,Texas Christian,66,New Mexico,73,,
Wed Mar 3 2010,Colorado State,55,San Diego State,68,,
Wed Mar 3 2010,Brigham Young,71,Utah,51,,
Sat Mar 6 2010,San Diego State,61,Air Force,42,,
Sat Mar 6 2010,Utah,67,Colorado State,76,,
Sat Mar 6 2010,Wyoming,56,Nevada-Las Vegas,74,,
Sat Mar 6 2010,Brigham Young,107,Texas Christian,77,,
Wed Mar 10 2010,Air Force,59,Wyoming,40,,MOUW First Round
Thu Mar 11 2010,New Mexico,75,Air Force,69,,MOUW Quarterfinal
Thu Mar 11 2010,San Diego State,72,Colorado State,71,,MOUW Quarterfinal
Thu Mar 11 2010,Utah,61,Nevada-Las Vegas,73,,MOUW Quarterfinal
Thu Mar 11 2010,Brigham Young,95,Texas Christian,85,,MOUW Quarterfinal
Fri Mar 12 2010,Brigham Young,66,Nevada-Las Vegas,70,,MOUW Semifinal
Fri Mar 12 2010,San Diego State,72,New Mexico,69,,MOUW Semifinal
Sat Mar 13 2010,San Diego State,55,Nevada-Las Vegas,45,,MOUW Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 3 2009,San Diego State,61,Air Force,44,,
Sat Jan 3 2009,New Mexico,58,Nevada-Las Vegas,60,,
Sat Jan 3 2009,Colorado State,67,Texas Christian,81,,
Sat Jan 3 2009,Wyoming,67,Utah,91,,
Sat Jan 10 2009,Brigham Young,86,Colorado State,60,,
Sat Jan 10 2009,Air Force,53,New Mexico,78,,
Sat Jan 10 2009,Utah,63,San Diego State,72,,
Sat Jan 10 2009,Nevada-Las Vegas,73,Texas Christian,80,,
Tue Jan 13 2009,Texas Christian,61,Brigham Young,73,,
Wed Jan 14 2009,Utah,57,Air Force,36,,
Wed Jan 14 2009,Nevada-Las Vegas,69,Colorado State,71,,
Wed Jan 14 2009,San Diego State,79,Wyoming,83,,
Sat Jan 17 2009,Texas Christian,57,Air Force,54,,
Sat Jan 17 2009,Wyoming,66,Nevada-Las Vegas,83,,
Sat Jan 17 2009,Brigham Young,62,New Mexico,81,,
Sat Jan 17 2009,Colorado State,66,Utah,82,,
Tue Jan 20 2009,Air Force,56,Colorado State,67,,
Wed Jan 21 2009,Nevada-Las Vegas,76,Brigham Young,70,,
Wed Jan 21 2009,New Mexico,76,San Diego State,81,,
Wed Jan 21 2009,Wyoming,78,Texas Christian,79,OT,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 24 2009,San Diego State,71,Brigham Young,77,,
Sat Jan 24 2009,Utah,65,Nevada-Las Vegas,75,,
Sat Jan 24 2009,New Mexico,69,Texas Christian,52,,
Sat Jan 24 2009,Colorado State,74,Wyoming,83,,
Tue Jan 27 2009,Brigham Young,88,Utah,94,OT,
Tue Jan 27 2009,Air Force,59,Wyoming,72,,
Wed Jan 28 2009,Colorado State,50,New Mexico,68,,
Wed Jan 28 2009,Texas Christian,50,San Diego State,67,,
Sat Jan 31 2009,Nevada-Las Vegas,59,Air Force,38,,
Sat Jan 31 2009,Wyoming,60,Brigham Young,84,,
Sat Jan 31 2009,San Diego State,78,Colorado State,59,,
Sat Jan 31 2009,New Mexico,68,Utah,69,,
Tue Feb 3 2009,Brigham Young,71,Air Force,50,,
Tue Feb 3 2009,San Diego State,68,Nevada-Las Vegas,66,OT,
Tue Feb 3 2009,Wyoming,57,New Mexico,86,,
Wed Feb 4 2009,Utah,62,Texas Christian,54,,
Sat Feb 7 2009,Texas Christian,65,Colorado State,71,,
Sat Feb 7 2009,Nevada-Las Vegas,69,New Mexico,73,OT,
Sat Feb 7 2009,Air Force,34,San Diego State,65,,
Sat Feb 7 2009,Utah,80,Wyoming,70,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Feb 10 2009,Texas Christian,57,Nevada-Las Vegas,71,,
Wed Feb 11 2009,New Mexico,76,Air Force,66,,
Wed Feb 11 2009,Colorado State,60,Brigham Young,94,,
Wed Feb 11 2009,San Diego State,55,Utah,67,,
Sat Feb 14 2009,Colorado State,70,Nevada-Las Vegas,89,,
Sat Feb 14 2009,Wyoming,60,San Diego State,71,,
Sat Feb 14 2009,Brigham Young,79,Texas Christian,63,,
Sat Feb 14 2009,Air Force,59,Utah,74,,
Tue Feb 17 2009,New Mexico,62,Brigham Young,73,,
Wed Feb 18 2009,Utah,89,Colorado State,79,OT,
Wed Feb 18 2009,Air Force,50,Texas Christian,62,,
Wed Feb 18 2009,Nevada-Las Vegas,68,Wyoming,77,,
Sat Feb 21 2009,Colorado State,71,Air Force,66,,
Sat Feb 21 2009,Brigham Young,74,Nevada-Las Vegas,75,,
Sat Feb 21 2009,San Diego State,49,New Mexico,75,,
Sat Feb 21 2009,Texas Christian,56,Wyoming,61,,
Tue Feb 24 2009,Texas Christian,62,New Mexico,76,,
Tue Feb 24 2009,Brigham Young,69,San Diego State,59,,
Wed Feb 25 2009,Wyoming,82,Colorado State,79,,
Wed Feb 25 2009,Nevada-Las Vegas,60,Utah,70,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 28 2009,Wyoming,65,Air Force,62,,
Sat Feb 28 2009,Utah,50,Brigham Young,63,,
Sat Feb 28 2009,New Mexico,81,Colorado State,79,2OT,
Sat Feb 28 2009,San Diego State,79,Texas Christian,77,OT,
Tue Mar 3 2009,Utah,71,New Mexico,77,,
Wed Mar 4 2009,Air Force,43,Nevada-Las Vegas,46,,
Wed Mar 4 2009,Colorado State,59,San Diego State,68,,
Wed Mar 4 2009,Brigham Young,78,Wyoming,68,,
Sat Mar 7 2009,Air Force,49,Brigham Young,54,,
Sat Mar 7 2009,Nevada-Las Vegas,46,San Diego State,57,,
Sat Mar 7 2009,Texas Christian,49,Utah,68,,
Sat Mar 7 2009,New Mexico,74,Wyoming,73,,
Wed Mar 11 2009,Air Force,71,Colorado State,67,,MOUW First Round
Thu Mar 12 2009,Brigham Young,80,Air Force,69,,MOUW Quarterfinal
Thu Mar 12 2009,San Diego State,71,Nevada-Las Vegas,57,,MOUW Quarterfinal
Thu Mar 12 2009,Wyoming,75,New Mexico,67,,MOUW Quarterfinal
Thu Mar 12 2009,Utah,61,Texas Christian,58,,MOUW Quarterfinal
Fri Mar 13 2009,San Diego State,64,Brigham Young,62,,MOUW Semifinal
Fri Mar 13 2009,Utah,68,Wyoming,55,,MOUW Semifinal
Sat Mar 14 2009,Utah,52,San Diego State,50,,MOUW Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 10 2009,Buffalo,82,Bowling Green State,86,,
Sat Jan 10 2009,Ball State,46,Eastern Michigan,42,,
Sat Jan 10 2009,Akron,51,Miami (OH),64,OT,
Sat Jan 10 2009,Toledo,51,Northern Illinois,75,,
Sun Jan 11 2009,Western Michigan,72,Central Michigan,63,,
Sun Jan 11 2009,Kent State,65,Ohio,71,,
Tue Jan 13 2009,Buffalo,63,Akron,61,,
Tue Jan 13 2009,Northern Illinois,54,Ball State,60,,
Tue Jan 13 2009,Central Michigan,77,Eastern Michigan,84,OT,
Wed Jan 14 2009,Bowling Green State,48,Kent State,72,,
Wed Jan 14 2009,Ohio,66,Miami (OH),62,,
Wed Jan 14 2009,Toledo,52,Western Michigan,70,,
Sat Jan 17 2009,Akron,62,Bowling Green State,52,,
Sat Jan 17 2009,Ohio,66,Buffalo,70,,
Sat Jan 17 2009,Ball State,65,Central Michigan,71,,
Sat Jan 17 2009,Miami (OH),66,Kent State,55,,
Sat Jan 17 2009,Eastern Michigan,57,Toledo,69,,
Sat Jan 17 2009,Northern Illinois,52,Western Michigan,71,,
Tue Jan 20 2009,Western Michigan,44,Ball State,50,,
Tue Jan 20 2009,Miami (OH),67,Bowling Green State,60,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Jan 20 2009,Eastern Michigan,52,Northern Illinois,72,,
Tue Jan 20 2009,Akron,65,Ohio,70,OT,
Tue Jan 20 2009,Central Michigan,61,Toledo,75,,
Wed Jan 21 2009,Kent State,53,Buffalo,64,,
Sat Jan 24 2009,Kent State,54,Akron,68,,
Sat Jan 24 2009,Western Michigan,53,Eastern Michigan,45,,
Sat Jan 24 2009,Buffalo,76,Miami (OH),64,,
Sat Jan 24 2009,Central Michigan,58,Northern Illinois,45,,
Sat Jan 24 2009,Bowling Green State,52,Ohio,51,,
Sun Jan 25 2009,Toledo,53,Ball State,66,,
Tue Jan 27 2009,Eastern Michigan,46,Kent State,68,,
Tue Jan 27 2009,Buffalo,74,Western Michigan,71,,
Wed Jan 28 2009,Ball State,58,Bowling Green State,62,,
Wed Jan 28 2009,Northern Illinois,52,Miami (OH),80,,
Wed Jan 28 2009,Akron,70,Toledo,61,,
Thu Jan 29 2009,Ohio,69,Central Michigan,76,,
Sat Jan 31 2009,Central Michigan,43,Akron,64,,
Sat Jan 31 2009,Ohio,44,Ball State,51,,
Sat Jan 31 2009,Toledo,43,Buffalo,56,,
Sat Jan 31 2009,Miami (OH),66,Eastern Michigan,51,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 31 2009,Bowling Green State,69,Northern Illinois,61,,
Sat Jan 31 2009,Kent State,65,Western Michigan,47,,
Tue Feb 3 2009,Central Michigan,55,Buffalo,56,,
Tue Feb 3 2009,Akron,78,Eastern Michigan,41,,
Tue Feb 3 2009,Toledo,53,Kent State,81,,
Wed Feb 4 2009,Western Michigan,61,Bowling Green State,68,,
Wed Feb 4 2009,Ball State,41,Miami (OH),59,,
Thu Feb 5 2009,Northern Illinois,59,Ohio,89,,
Sat Feb 7 2009,Kent State,63,Ball State,56,,
Sat Feb 7 2009,Northern Illinois,46,Buffalo,68,,
Sat Feb 7 2009,Bowling Green State,67,Central Michigan,61,,
Sat Feb 7 2009,Eastern Michigan,45,Ohio,57,,
