Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Jan 25 2011,Nevada-Las Vegas,74,Wyoming,65,,
Wed Jan 26 2011,San Diego State,58,Brigham Young,71,,
Wed Jan 26 2011,Air Force,66,Colorado State,69,,
Wed Jan 26 2011,Texas Christian,46,New Mexico,71,,
Sat Jan 29 2011,Brigham Young,77,New Mexico,86,,
Sat Jan 29 2011,Wyoming,57,San Diego State,96,,
Sat Jan 29 2011,Air Force,66,Texas Christian,65,OT,
Sat Jan 29 2011,Colorado State,74,Utah,68,,
Tue Feb 1 2011,New Mexico,75,Air Force,61,,
Wed Feb 2 2011,San Diego State,56,Colorado State,54,,
Wed Feb 2 2011,Utah,54,Nevada-Las Vegas,67,,
Wed Feb 2 2011,Brigham Young,69,Wyoming,62,,
Sat Feb 5 2011,Nevada-Las Vegas,64,Brigham Young,78,,
Sat Feb 5 2011,Texas Christian,53,San Diego State,60,,
Sat Feb 5 2011,Air Force,54,Utah,49,,
Sat Feb 5 2011,Colorado State,59,Wyoming,56,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Tue Feb 8 2011,Utah,53,San Diego State,85,,
Wed Feb 9 2011,Brigham Young,90,Air Force,52,,
Wed Feb 9 2011,Wyoming,57,New Mexico,68,,
Wed Feb 9 2011,Nevada-Las Vegas,94,Texas Christian,79,,
Sat Feb 12 2011,Utah,59,Brigham Young,72,,
Sat Feb 12 2011,New Mexico,62,Colorado State,68,,
Sat Feb 12 2011,San Diego State,63,Nevada-Las Vegas,57,,
Sat Feb 12 2011,Texas Christian,67,Wyoming,77,,
Tue Feb 15 2011,Air Force,42,Nevada-Las Vegas,49,,
Wed Feb 16 2011,New Mexico,62,San Diego State,68,,
Wed Feb 16 2011,Colorado State,69,Texas Christian,55,,
Wed Feb 16 2011,Wyoming,70,Utah,80,,
Sat Feb 19 2011,San Diego State,70,Air Force,58,,
Sat Feb 19 2011,Nevada-Las Vegas,68,Colorado State,61,,
Sat Feb 19 2011,Utah,62,New Mexico,60,,
Sat Feb 19 2011,Brigham Young,79,Texas Christian,56,,
Tue Feb 22 2011,Texas Christian,48,Utah,50,,
Wed Feb 23 2011,Colorado State,76,Brigham Young,84,,
Wed Feb 23 2011,Nevada-Las Vegas,77,New Mexico,74,OT,
Wed Feb 23 2011,Air Force,61,Wyoming,63,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 26 2011,Colorado State,57,Air Force,74,,
Sat Feb 26 2011,Wyoming,77,Nevada-Las Vegas,90,,
Sat Feb 26 2011,Brigham Young,80,San Diego State,67,,
Sat Feb 26 2011,New Mexico,80,Texas Christian,70,,
Tue Mar 1 2011,San Diego State,85,Wyoming,58,,
Wed Mar 2 2011,Texas Christian,65,Air Force,70,,
Wed Mar 2 2011,New Mexico,82,Brigham Young,64,,
Wed Mar 2 2011,Utah,65,Colorado State,78,,
Sat Mar 5 2011,Wyoming,78,Brigham Young,102,,
Sat Mar 5 2011,Air Force,61,New Mexico,66,,
Sat Mar 5 2011,Colorado State,48,San Diego State,66,,
Sat Mar 5 2011,Nevada-Las Vegas,78,Utah,58,,
Wed Mar 9 2011,Texas Christian,70,Wyoming,61,,MOUW Opening Round
Thu Mar 10 2011,Texas Christian,58,Brigham Young,64,,MOUW Quarterfinal
Thu Mar 10 2011,New Mexico,67,Colorado State,61,,MOUW Quarterfinal
Thu Mar 10 2011,Air Force,53,Nevada-Las Vegas,69,,MOUW Quarterfinal
Thu Mar 10 2011,Utah,50,San Diego State,64,,MOUW Quarterfinal
Fri Mar 11 2011,New Mexico,76,Brigham Young,87,,MOUW Semifinal
Fri Mar 11 2011,Nevada-Las Vegas,72,San Diego State,74,,MOUW Semifinal
Sat Mar 12 2011,San Diego State,72,Brigham Young,54,,MOUW Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 5 2011,Marshall,58,Central Florida,65,,
Wed Jan 5 2011,Tulane,85,Rice,81,,
Wed Jan 5 2011,Houston,73,Southern Mississippi,85,,
Wed Jan 5 2011,Tulsa,59,Texas-El Paso,69,,
Sat Jan 8 2011,Texas-El Paso,97,Alabama-Birmingham,100,3OT,
Sat Jan 8 2011,Central Florida,71,Houston,76,,
Sat Jan 8 2011,Southern Mississippi,65,Marshall,95,,
Sat Jan 8 2011,East Carolina,58,Memphis,61,,
Sat Jan 8 2011,Southern Methodist,70,Tulane,79,,
Sat Jan 8 2011,Rice,64,Tulsa,75,,
Wed Jan 12 2011,Southern Mississippi,81,Rice,78,OT,
Wed Jan 12 2011,Memphis,58,Southern Methodist,64,,
Wed Jan 12 2011,Texas-El Paso,69,Tulane,58,,
Sat Jan 15 2011,Tulane,67,East Carolina,76,,
Sat Jan 15 2011,Marshall,61,Memphis,77,,
Sat Jan 15 2011,Houston,70,Southern Methodist,68,,
Sat Jan 15 2011,Central Florida,69,Southern Mississippi,86,,
Sat Jan 15 2011,Rice,43,Texas-El Paso,66,,
Sat Jan 15 2011,Alabama-Birmingham,62,Tulsa,78,,
Mon Jan 17 2011,Alabama-Birmingham,66,East Carolina,59,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 19 2011,Southern Methodist,53,Alabama-Birmingham,67,,
Wed Jan 19 2011,East Carolina,74,Central Florida,62,,
Wed Jan 19 2011,Tulsa,57,Houston,64,,
Wed Jan 19 2011,Memphis,76,Southern Mississippi,75,,
Sat Jan 22 2011,Memphis,76,Alabama-Birmingham,73,OT,
Sat Jan 22 2011,Rice,57,Central Florida,50,,
Sat Jan 22 2011,Texas-El Paso,57,Houston,52,,
Sat Jan 22 2011,East Carolina,82,Marshall,81,,
Sat Jan 22 2011,Southern Mississippi,65,Southern Methodist,79,,
Sat Jan 22 2011,Tulsa,65,Tulane,61,,
Wed Jan 26 2011,Marshall,56,Alabama-Birmingham,60,,
Wed Jan 26 2011,Southern Mississippi,84,East Carolina,77,,
Wed Jan 26 2011,Central Florida,61,Memphis,77,,
Wed Jan 26 2011,Houston,71,Rice,79,OT,
Wed Jan 26 2011,Tulane,65,Texas-El Paso,69,,
Wed Jan 26 2011,Southern Methodist,59,Tulsa,58,,
Sat Jan 29 2011,Alabama-Birmingham,74,Central Florida,69,,
Sat Jan 29 2011,Houston,70,East Carolina,74,,
Sat Jan 29 2011,Memphis,70,Marshall,85,,
Sat Jan 29 2011,Southern Methodist,75,Rice,68,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 29 2011,Tulane,54,Southern Mississippi,67,,
Sat Jan 29 2011,Texas-El Paso,68,Tulsa,69,,
Tue Feb 1 2011,Marshall,63,Houston,62,,
Wed Feb 2 2011,Southern Mississippi,75,Alabama-Birmingham,71,,
Wed Feb 2 2011,Tulsa,68,Memphis,65,,
Wed Feb 2 2011,East Carolina,41,Southern Methodist,46,,
Wed Feb 2 2011,Rice,71,Tulane,61,,
Sat Feb 5 2011,Central Florida,61,East Carolina,68,,
Sat Feb 5 2011,Texas-El Paso,59,Rice,53,,
Sat Feb 5 2011,Marshall,60,Southern Mississippi,67,,
Sat Feb 5 2011,Alabama-Birmingham,47,Tulane,39,,
Sat Feb 5 2011,Houston,71,Tulsa,76,OT,
Wed Feb 9 2011,Memphis,63,Central Florida,62,,
Wed Feb 9 2011,Alabama-Birmingham,64,Marshall,48,,
Wed Feb 9 2011,Tulane,61,Southern Methodist,66,,
Sat Feb 12 2011,Rice,68,Alabama-Birmingham,74,,
Sat Feb 12 2011,Tulsa,57,Central Florida,58,,
Sat Feb 12 2011,Marshall,78,East Carolina,65,,
Sat Feb 12 2011,Tulane,68,Houston,79,,
Sat Feb 12 2011,Southern Mississippi,61,Memphis,67,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 12 2011,Southern Methodist,57,Texas-El Paso,67,,
Wed Feb 16 2011,Southern Methodist,65,Houston,51,,
Wed Feb 16 2011,Rice,61,Marshall,72,,
Wed Feb 16 2011,Alabama-Birmingham,58,Memphis,62,,
Wed Feb 16 2011,Texas-El Paso,51,Southern Mississippi,64,,
Wed Feb 16 2011,Central Florida,65,Tulane,62,,
Wed Feb 16 2011,East Carolina,67,Tulsa,86,,
Sat Feb 19 2011,Central Florida,58,Alabama-Birmingham,63,,
Sat Feb 19 2011,Memphis,52,Rice,67,,
Sat Feb 19 2011,Tulsa,74,Southern Methodist,66,,
Sat Feb 19 2011,East Carolina,55,Southern Mississippi,72,,
Sat Feb 19 2011,Houston,64,Texas-El Paso,76,,
Sat Feb 19 2011,Marshall,79,Tulane,75,OT,
Mon Feb 21 2011,Central Florida,74,Texas-El Paso,68,,
Tue Feb 22 2011,Houston,58,Memphis,69,,
Wed Feb 23 2011,Texas-El Paso,76,East Carolina,83,,
Wed Feb 23 2011,Tulsa,61,Marshall,79,,
Wed Feb 23 2011,Rice,66,Southern Methodist,76,OT,
Sat Feb 26 2011,Southern Mississippi,64,Central Florida,65,,
Sat Feb 26 2011,Alabama-Birmingham,68,Houston,55,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 26 2011,Southern Methodist,62,Marshall,64,,
Sat Feb 26 2011,East Carolina,71,Rice,68,,
Sat Feb 26 2011,Memphis,47,Texas-El Paso,74,,
Sat Feb 26 2011,Tulane,59,Tulsa,66,,
Wed Mar 2 2011,Southern Methodist,48,Central Florida,51,,
Wed Mar 2 2011,Memphis,57,East Carolina,68,,
Wed Mar 2 2011,Tulsa,67,Rice,57,,
Wed Mar 2 2011,Alabama-Birmingham,67,Southern Mississippi,66,,
Wed Mar 2 2011,Marshall,74,Texas-El Paso,82,,
Wed Mar 2 2011,Houston,77,Tulane,80,,
Sat Mar 5 2011,East Carolina,48,Alabama-Birmingham,66,,
Sat Mar 5 2011,Rice,72,Houston,57,,
Sat Mar 5 2011,Central Florida,69,Marshall,83,,
Sat Mar 5 2011,Tulane,61,Memphis,66,,
Sat Mar 5 2011,Texas-El Paso,59,Southern Methodist,56,,
Sat Mar 5 2011,Southern Mississippi,70,Tulsa,78,,
Wed Mar 9 2011,Central Florida,60,East Carolina,75,,CUSA First Round
Wed Mar 9 2011,Houston,87,Marshall,97,,CUSA First Round
Wed Mar 9 2011,Rice,58,Southern Methodist,57,,CUSA First Round
Wed Mar 9 2011,Tulane,47,Southern Mississippi,63,,CUSA First Round
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Mar 10 2011,East Carolina,75,Alabama-Birmingham,70,OT,CUSA Quarterfinal
Thu Mar 10 2011,Southern Mississippi,63,Memphis,66,,CUSA Quarterfinal
Thu Mar 10 2011,Marshall,65,Texas-El Paso,77,,CUSA Quarterfinal
Thu Mar 10 2011,Rice,72,Tulsa,81,,CUSA Quarterfinal
Fri Mar 11 2011,East Carolina,56,Memphis,76,,CUSA Semifinal
Fri Mar 11 2011,Texas-El Paso,66,Tulsa,54,,CUSA Semifinal
Sat Mar 12 2011,Texas-El Paso,66,Memphis,67,,CUSA Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Wed Jan 4 2012,Tulane,53,Central Florida,60,,
Wed Jan 4 2012,Tulsa,69,Houston,70,OT,
Wed Jan 4 2012,Texas-El Paso,60,Marshall,76,,
Wed Jan 4 2012,East Carolina,76,Southern Mississippi,78,,
Sat Jan 7 2012,Memphis,62,Alabama-Birmingham,59,,
Sat Jan 7 2012,Central Florida,81,East Carolina,63,,
Sat Jan 7 2012,Marshall,63,Rice,61,,
Sat Jan 7 2012,Houston,50,Texas-El Paso,70,,
Sat Jan 7 2012,Southern Mississippi,71,Tulane,66,OT,
Sat Jan 7 2012,Southern Methodist,57,Tulsa,55,,
Wed Jan 11 2012,Marshall,61,Alabama-Birmingham,59,,
Wed Jan 11 2012,Houston,63,Central Florida,74,,
Wed Jan 11 2012,Southern Mississippi,58,Memphis,60,,
Wed Jan 11 2012,Rice,68,Southern Methodist,52,,
Wed Jan 11 2012,Texas-El Paso,48,Tulsa,59,,
Sat Jan 14 2012,Tulsa,70,East Carolina,67,,
Sat Jan 14 2012,Memphis,89,Houston,55,,
Sat Jan 14 2012,Central Florida,64,Marshall,65,,
Sat Jan 14 2012,Alabama-Birmingham,55,Southern Mississippi,59,,
Sat Jan 14 2012,Southern Methodist,64,Texas-El Paso,70,OT,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 14 2012,Rice,50,Tulane,49,,
Wed Jan 18 2012,Memphis,67,Central Florida,68,,
Wed Jan 18 2012,Alabama-Birmingham,61,Rice,60,OT,
Wed Jan 18 2012,Houston,54,Southern Methodist,70,,
Wed Jan 18 2012,East Carolina,56,Texas-El Paso,70,,
Wed Jan 18 2012,Tulane,56,Tulsa,60,,
Sat Jan 21 2012,Central Florida,48,Alabama-Birmingham,41,,
Sat Jan 21 2012,East Carolina,76,Houston,82,,
Sat Jan 21 2012,Southern Methodist,45,Memphis,63,,
Sat Jan 21 2012,Tulsa,70,Rice,46,,
Sat Jan 21 2012,Marshall,63,Southern Mississippi,67,,
Sat Jan 21 2012,Texas-El Paso,58,Tulane,66,,
Wed Jan 25 2012,Marshall,49,Alabama-Birmingham,56,,
Wed Jan 25 2012,Southern Mississippi,72,East Carolina,60,,
Wed Jan 25 2012,Rice,51,Memphis,73,,
Wed Jan 25 2012,Southern Methodist,74,Tulane,80,,
Wed Jan 25 2012,Central Florida,61,Tulsa,66,,
Sat Jan 28 2012,East Carolina,73,Alabama-Birmingham,66,,
Sat Jan 28 2012,Southern Mississippi,78,Central Florida,65,,
Sat Jan 28 2012,Texas-El Paso,76,Houston,81,OT,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 28 2012,Marshall,76,Memphis,83,,
Sat Jan 28 2012,Tulane,74,Rice,88,,
Sat Jan 28 2012,Tulsa,66,Southern Methodist,60,,
Wed Feb 1 2012,Houston,69,Alabama-Birmingham,80,,
Wed Feb 1 2012,Southern Methodist,43,East Carolina,62,,
Wed Feb 1 2012,Tulane,44,Marshall,63,,
Wed Feb 1 2012,Texas-El Paso,75,Rice,77,,
Wed Feb 1 2012,Memphis,72,Southern Mississippi,75,,
Sat Feb 4 2012,Rice,68,East Carolina,82,,
Sat Feb 4 2012,Central Florida,59,Southern Methodist,52,,
Sat Feb 4 2012,Alabama-Birmingham,61,Texas-El Paso,60,,
Sat Feb 4 2012,Houston,54,Tulane,75,,
Sat Feb 4 2012,Marshall,70,Tulsa,79,,
Wed Feb 8 2012,Southern Mississippi,61,Alabama-Birmingham,71,,
Wed Feb 8 2012,Marshall,60,Central Florida,67,,
Wed Feb 8 2012,Memphis,70,East Carolina,59,,
Wed Feb 8 2012,Rice,79,Houston,71,,
Wed Feb 8 2012,Tulsa,55,Texas-El Paso,64,,
Sat Feb 11 2012,East Carolina,68,Marshall,78,,
Sat Feb 11 2012,Alabama-Birmingham,45,Memphis,79,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 11 2012,Southern Methodist,39,Rice,43,,
Sat Feb 11 2012,Central Florida,74,Southern Mississippi,78,,
Sat Feb 11 2012,Tulane,52,Texas-El Paso,54,OT,
Sat Feb 11 2012,Houston,48,Tulsa,72,,
Wed Feb 15 2012,Alabama-Birmingham,47,Southern Methodist,28,,
Wed Feb 15 2012,Tulsa,69,Southern Mississippi,77,OT,
Wed Feb 15 2012,Memphis,82,Tulane,64,,
Sat Feb 18 2012,Tulane,73,Alabama-Birmingham,81,,
Sat Feb 18 2012,East Carolina,55,Central Florida,64,,
Sat Feb 18 2012,Southern Mississippi,71,Houston,73,,
Sat Feb 18 2012,Texas-El Paso,60,Memphis,58,,
Sat Feb 18 2012,Marshall,73,Southern Methodist,68,,
Sat Feb 18 2012,Rice,50,Tulsa,69,,
Wed Feb 22 2012,Houston,58,Marshall,66,,
Wed Feb 22 2012,East Carolina,47,Memphis,70,,
Wed Feb 22 2012,Central Florida,74,Rice,83,,
Wed Feb 22 2012,Tulane,50,Southern Methodist,64,,
Wed Feb 22 2012,Southern Mississippi,68,Texas-El Paso,76,2OT,
Sat Feb 25 2012,Texas-El Paso,45,Central Florida,63,,
Sat Feb 25 2012,Alabama-Birmingham,61,East Carolina,57,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 25 2012,Southern Methodist,59,Houston,62,,
Sat Feb 25 2012,Memphis,87,Marshall,67,,
Sat Feb 25 2012,Rice,56,Southern Mississippi,58,,
Sat Feb 25 2012,Tulsa,73,Tulane,69,,
Tue Feb 28 2012,Central Florida,55,Memphis,84,,
Wed Feb 29 2012,Tulsa,64,Alabama-Birmingham,68,,
Wed Feb 29 2012,Marshall,68,East Carolina,69,OT,
Wed Feb 29 2012,Tulane,53,Houston,82,,
Wed Feb 29 2012,Southern Methodist,60,Southern Mississippi,67,,
Wed Feb 29 2012,Rice,68,Texas-El Paso,61,,
Sat Mar 3 2012,Alabama-Birmingham,63,Central Florida,71,,
Sat Mar 3 2012,Southern Mississippi,75,Marshall,79,,
Sat Mar 3 2012,Houston,76,Rice,75,,
Sat Mar 3 2012,Texas-El Paso,48,Southern Methodist,57,,
Sat Mar 3 2012,East Carolina,66,Tulane,49,,
Sat Mar 3 2012,Memphis,78,Tulsa,66,,
Wed Mar 7 2012,Tulane,64,Alabama-Birmingham,72,,CUSA First Round
Wed Mar 7 2012,Rice,66,East Carolina,68,,CUSA First Round
Wed Mar 7 2012,Texas-El Paso,67,Houston,62,OT,CUSA First Round
Wed Mar 7 2012,Southern Methodist,56,Marshall,74,,CUSA First Round
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Mar 8 2012,Central Florida,64,Alabama-Birmingham,54,,CUSA Quarterfinal
Thu Mar 8 2012,Southern Mississippi,81,East Carolina,78,OT,CUSA Quarterfinal
Thu Mar 8 2012,Tulsa,100,Marshall,105,3OT,CUSA Quarterfinal
Thu Mar 8 2012,Texas-El Paso,47,Memphis,65,,CUSA Quarterfinal
Fri Mar 9 2012,Southern Mississippi,62,Marshall,73,,CUSA Semifinal
Fri Mar 9 2012,Central Florida,52,Memphis,83,,CUSA Semifinal
Sat Mar 10 2012,Marshall,57,Memphis,83,,CUSA Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sun Jan 6 2013,Tulsa,48,Southern Methodist,47,,
Wed Jan 9 2013,Alabama-Birmingham,48,Central Florida,64,,
Wed Jan 9 2013,Southern Methodist,67,Houston,78,,
Wed Jan 9 2013,Tulsa,61,Marshall,79,,
Wed Jan 9 2013,East Carolina,54,Memphis,67,,
Wed Jan 9 2013,Southern Mississippi,75,Rice,52,,
Wed Jan 9 2013,Texas-El Paso,66,Tulane,57,,
Sat Jan 12 2013,Memphis,69,Alabama-Birmingham,53,,
Sat Jan 12 2013,Central Florida,85,East Carolina,88,OT,
Sat Jan 12 2013,Tulane,53,Southern Methodist,59,,
Sat Jan 12 2013,Houston,54,Southern Mississippi,73,,
Sat Jan 12 2013,Marshall,63,Texas-El Paso,74,,
Sat Jan 12 2013,Rice,51,Tulsa,64,,
Wed Jan 16 2013,Houston,78,East Carolina,89,,
Wed Jan 16 2013,Memphis,77,Rice,51,,
Wed Jan 16 2013,Southern Mississippi,74,Southern Methodist,70,,
Wed Jan 16 2013,Texas-El Paso,42,Tulsa,45,,
Sat Jan 19 2013,Central Florida,79,Houston,75,OT,
Sat Jan 19 2013,East Carolina,56,Marshall,77,,
Sat Jan 19 2013,Alabama-Birmingham,59,Southern Mississippi,74,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 19 2013,Southern Methodist,54,Texas-El Paso,63,,
Sat Jan 19 2013,Tulsa,72,Tulane,75,,
Tue Jan 22 2013,Tulane,60,Memphis,71,,
Wed Jan 23 2013,East Carolina,91,Alabama-Birmingham,85,,
Wed Jan 23 2013,Rice,67,Central Florida,78,,
Wed Jan 23 2013,Tulsa,87,Houston,72,,
Wed Jan 23 2013,Marshall,46,Southern Mississippi,102,,
Sat Jan 26 2013,Southern Methodist,65,Central Florida,74,,
Sat Jan 26 2013,Texas-El Paso,68,East Carolina,67,,
Sat Jan 26 2013,Alabama-Birmingham,61,Houston,66,,
Sat Jan 26 2013,Marshall,72,Memphis,73,,
Sat Jan 26 2013,Rice,66,Tulane,73,,
Sat Jan 26 2013,Southern Mississippi,62,Tulsa,59,,
Wed Jan 30 2013,Texas-El Paso,72,Alabama-Birmingham,78,OT,
Wed Jan 30 2013,Memphis,75,East Carolina,68,,
Wed Jan 30 2013,Southern Methodist,68,Marshall,57,,
Wed Jan 30 2013,Houston,69,Rice,79,,
Wed Jan 30 2013,Central Florida,58,Tulane,50,,
Sat Feb 2 2013,Southern Mississippi,79,Alabama-Birmingham,75,,
Sat Feb 2 2013,Central Florida,71,Marshall,75,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 2 2013,Tulsa,64,Memphis,94,,
Sat Feb 2 2013,East Carolina,79,Rice,63,,
Sat Feb 2 2013,Houston,84,Southern Methodist,80,OT,
Sat Feb 2 2013,Tulane,50,Texas-El Paso,62,,
Wed Feb 6 2013,Southern Mississippi,58,Central Florida,60,,
Wed Feb 6 2013,Memphis,60,Southern Methodist,52,,
Wed Feb 6 2013,Rice,53,Texas-El Paso,65,,
Wed Feb 6 2013,Marshall,75,Tulane,91,,
Wed Feb 6 2013,Alabama-Birmingham,70,Tulsa,63,,
Sat Feb 9 2013,Marshall,61,Alabama-Birmingham,75,,
Sat Feb 9 2013,East Carolina,73,Central Florida,83,,
Sat Feb 9 2013,Tulane,88,Houston,85,,
Sat Feb 9 2013,Southern Methodist,61,Rice,39,,
Sat Feb 9 2013,Memphis,89,Southern Mississippi,76,,
Sat Feb 9 2013,Tulsa,74,Texas-El Paso,70,,
Wed Feb 13 2013,Alabama-Birmingham,61,East Carolina,74,,
Wed Feb 13 2013,Texas-El Paso,61,Houston,79,,
Wed Feb 13 2013,Rice,70,Marshall,71,,
Wed Feb 13 2013,Central Florida,71,Memphis,93,,
Wed Feb 13 2013,Tulane,60,Southern Mississippi,71,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Feb 16 2013,Rice,57,Alabama-Birmingham,80,,
Sat Feb 16 2013,Southern Mississippi,86,East Carolina,82,OT,
Sat Feb 16 2013,Memphis,71,Marshall,59,,
Sat Feb 16 2013,Central Florida,58,Texas-El Paso,73,,
Sat Feb 16 2013,Southern Methodist,67,Tulane,78,,
Sat Feb 16 2013,Houston,92,Tulsa,101,3OT,
Wed Feb 20 2013,Marshall,82,Central Florida,70,,
Wed Feb 20 2013,Houston,74,Memphis,81,,
Wed Feb 20 2013,Texas-El Paso,39,Southern Mississippi,45,,
Wed Feb 20 2013,East Carolina,72,Tulsa,63,,
Sat Feb 23 2013,Tulsa,75,Central Florida,83,,
Sat Feb 23 2013,Alabama-Birmingham,52,Marshall,48,,
Sat Feb 23 2013,Southern Mississippi,73,Memphis,89,,
Sat Feb 23 2013,Tulane,89,Rice,64,,
Sat Feb 23 2013,East Carolina,72,Southern Methodist,69,,
Wed Feb 27 2013,Rice,55,Southern Methodist,67,,
Wed Feb 27 2013,Houston,53,Texas-El Paso,63,,
Wed Feb 27 2013,Alabama-Birmingham,76,Tulane,71,,
Sat Mar 2 2013,Southern Methodist,69,Alabama-Birmingham,74,,
Sat Mar 2 2013,Memphis,76,Central Florida,67,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Mar 2 2013,Marshall,76,Houston,103,,
Sat Mar 2 2013,Texas-El Paso,67,Rice,56,,
Sat Mar 2 2013,East Carolina,69,Southern Mississippi,88,,
Sat Mar 2 2013,Tulane,66,Tulsa,78,,
Tue Mar 5 2013,Southern Mississippi,84,Marshall,88,,
Tue Mar 5 2013,Memphis,56,Texas-El Paso,54,,
Wed Mar 6 2013,Central Florida,74,Alabama-Birmingham,70,,
Wed Mar 6 2013,Tulane,85,East Carolina,88,,
Wed Mar 6 2013,Rice,62,Houston,84,,
Wed Mar 6 2013,Southern Methodist,71,Tulsa,65,,
Sat Mar 9 2013,Marshall,79,East Carolina,86,,
Sat Mar 9 2013,Alabama-Birmingham,71,Memphis,86,,
Sat Mar 9 2013,Tulsa,77,Rice,71,,
Sat Mar 9 2013,Texas-El Paso,76,Southern Methodist,63,,
Sat Mar 9 2013,Central Florida,62,Southern Mississippi,70,,
Sat Mar 9 2013,Houston,96,Tulane,94,,
Wed Mar 13 2013,Southern Methodist,52,Alabama-Birmingham,53,,CUSA First Round
Wed Mar 13 2013,Rice,67,Houston,72,,CUSA First Round
Wed Mar 13 2013,Tulane,66,Marshall,64,,CUSA First Round
Thu Mar 14 2013,Southern Mississippi,81,Alabama-Birmingham,66,,CUSA Quarterfinal Round
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Mar 14 2013,Tulsa,79,East Carolina,72,,CUSA Quarterfinal Round
Thu Mar 14 2013,Texas-El Paso,80,Houston,69,,CUSA Quarterfinal Round
Thu Mar 14 2013,Tulane,68,Memphis,81,,CUSA Quarterfinal Round
Fri Mar 15 2013,Tulsa,74,Memphis,85,,CUSA Semifinal Round
Fri Mar 15 2013,Texas-El Paso,67,Southern Mississippi,85,,CUSA Semifinal Round
Sat Mar 16 2013,Southern Mississippi,79,Memphis,91,2OT,CUSA Final
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Jan 9 2014,Florida Atlantic,64,Louisiana Tech,84,,
Thu Jan 9 2014,Southern Mississippi,74,North Texas,64,,
Thu Jan 9 2014,Florida International,71,Rice,60,,
Thu Jan 9 2014,Charlotte,73,Texas-El Paso,68,,
Thu Jan 9 2014,Marshall,81,Texas-San Antonio,90,,
Thu Jan 9 2014,Tulane,71,Tulsa,97,,
Sat Jan 11 2014,Old Dominion,81,East Carolina,70,,
Sat Jan 11 2014,Florida International,51,Louisiana Tech,85,,
Sat Jan 11 2014,Alabama-Birmingham,84,Middle Tennessee,89,OT,
Sat Jan 11 2014,Tulane,73,North Texas,62,,
Sat Jan 11 2014,Florida Atlantic,73,Rice,68,,
Sat Jan 11 2014,Marshall,56,Texas-El Paso,66,,
Sat Jan 11 2014,Charlotte,77,Texas-San Antonio,85,,
Sun Jan 12 2014,Southern Mississippi,71,Tulsa,75,,
Thu Jan 16 2014,Texas-San Antonio,65,Alabama-Birmingham,78,,
Thu Jan 16 2014,Tulsa,86,Charlotte,90,OT,
Thu Jan 16 2014,East Carolina,67,Florida Atlantic,78,,
Thu Jan 16 2014,Old Dominion,52,Florida International,36,,
Thu Jan 16 2014,North Texas,80,Marshall,65,,
Thu Jan 16 2014,Texas-El Paso,63,Middle Tennessee,54,,
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Jan 16 2014,Rice,62,Southern Mississippi,84,,
Thu Jan 16 2014,Louisiana Tech,73,Tulane,45,,
Sat Jan 18 2014,Texas-El Paso,63,Alabama-Birmingham,61,,
Sat Jan 18 2014,North Texas,74,Charlotte,76,,
Sat Jan 18 2014,Old Dominion,65,Florida Atlantic,60,,
Sat Jan 18 2014,East Carolina,64,Florida International,68,,
Sat Jan 18 2014,Tulsa,69,Marshall,52,,
Sat Jan 18 2014,Texas-San Antonio,58,Middle Tennessee,80,,
Sat Jan 18 2014,Rice,41,Tulane,58,,
Sun Jan 19 2014,Louisiana Tech,71,Southern Mississippi,80,,
Thu Jan 23 2014,Tulane,59,East Carolina,54,,
Thu Jan 23 2014,Charlotte,60,Louisiana Tech,80,,
Thu Jan 23 2014,Alabama-Birmingham,65,North Texas,76,,
